episode,reward,rolling_reward_50,epsilon,mean_loss,acceptance_rate,action_0,action_1,action_2,action_3,action_4
244,199.07753550675017,198.7864975995408,0.05000000000000001,0.09759280985842149,0.8333333333333334,0,0,1,11,0
245,257.7381538351063,199.43522620909738,0.05000000000000001,0.11367460588614146,0.9166666666666666,0,0,0,8,4
246,99.68774317464508,197.1052407045846,0.05000000000000001,0.10442052378008763,0.3333333333333333,0,1,5,4,2
247,168.46279746562908,197.50287699305989,0.05000000000000001,0.10077155552183588,0.4166666666666667,10,0,0,2,0
248,224.0031397666217,193.99111703704455,0.05000000000000001,0.11525873218973477,0.5,0,10,0,2,0
249,130.29019608518584,193.008652788254,0.05000000000000001,0.08766336708019178,0.3333333333333333,0,1,0,2,9
250,224.6831001647794,195.23892614955975,0.05000000000000001,0.09777658898383379,0.5833333333333334,4,0,0,8,0
251,184.08029949385713,197.4847702699542,0.05000000000000001,0.10093055106699467,0.5,3,0,0,9,0
252,321.55954794090303,201.98233477599504,0.05000000000000001,0.09127210018535455,0.8333333333333334,0,1,0,11,0
253,360.7017224826181,205.3750639499004,0.05000000000000001,0.09959220420569181,0.75,0,0,0,12,0
254,259.76778686248053,208.3415983459154,0.05000000000000001,0.09113996444890897,0.8333333333333334,5,0,6,1,0
255,81.40748313042712,208.7409927006314,0.05000000000000001,0.11448039983709653,0.3333333333333333,8,0,0,4,0
256,276.4131077359971,212.06149450358768,0.05000000000000001,0.0847012186422944,0.6666666666666666,0,0,4,8,0
257,159.593413307363,210.76672347474033,0.05000000000000001,0.08496999616424243,0.6666666666666666,0,0,12,0,0
258,229.5093673792386,212.08150575715968,0.05000000000000001,0.08784914234032233,0.6666666666666666,0,0,7,5,0
259,212.5987511381103,214.44604534764437,0.05000000000000001,0.07953672918180625,0.75,1,0,0,11,0
260,387.12494628271224,216.5134178338168,0.05000000000000001,0.0953916988025109,0.75,0,6,0,6,0
261,279.6514749932754,220.78317492472826,0.05000000000000001,0.0970955624555548,0.75,0,0,5,7,0
262,310.44396108080286,221.53999548073534,0.05000000000000001,0.08822830331822236,0.5833333333333334,0,0,11,1,0
263,228.62865115630223,222.99664743138223,0.05000000000000001,0.0920723124096791,0.5833333333333334,0,0,1,11,0
264,298.6043843387307,226.40215763164565,0.05000000000000001,0.07363424589857459,1.0,0,0,0,12,0
265,256.20111215500674,226.2101358012209,0.05000000000000001,0.06720307267581423,0.9166666666666666,0,0,0,12,0
266,125.38834733454573,225.56110882471256,0.05000000000000001,0.07896470371633768,0.5,0,0,0,11,1
267,101.3647770716392,224.50893250999476,0.05000000000000001,0.0891222928961118,0.25,0,0,0,12,0
268,129.01600606765612,223.05636609914626,0.05000000000000001,0.08102988762160142,0.4166666666666667,0,0,11,1,0
269,225.04846402561054,222.6187481255377,0.05000000000000001,0.0933605565999945,0.75,0,0,12,0,0
270,102.29446849383214,217.56970615492654,0.05000000000000001,0.07654457290967305,0.3333333333333333,0,0,11,1,0
271,290.6483157085176,215.68374652200376,0.05000000000000001,0.07882191427052021,1.0,0,0,0,12,0
272,65.49910626572931,211.84705880539627,0.05000000000000001,0.10478895840545495,0.16666666666666666,0,3,0,9,0
273,331.338649904234,213.28062193470646,0.05000000000000001,0.10348452674224973,0.8333333333333334,2,0,0,0,10
274,343.10197530698815,216.90296024733343,0.05000000000000001,0.09741106474151214,0.8333333333333334,1,0,0,11,0
275,282.74022213620265,218.79114270368692,0.05000000000000001,0.07990010967478156,0.75,0,0,6,5,1
276,369.53515388040853,217.8979049399099,0.05000000000000001,0.0717269815504551,0.6666666666666666,0,0,12,0,0
277,214.97102383386385,214.97377045433745,0.05000000000000001,0.08432032136867444,0.5,0,0,9,3,0
278,135.8513477991444,212.767717126692,0.05000000000000001,0.08146433097620805,0.4166666666666667,0,0,0,12,0
279,159.60482130510988,215.01503210992848,0.05000000000000001,0.1073693720002969,0.5833333333333334,0,0,1,9,2
280,237.82194880962237,214.3297263767725,0.05000000000000001,0.08709026376406352,0.5833333333333334,0,0,0,5,7
281,66.562261443475,212.45965443160222,0.05000000000000001,0.07427183755983909,0.3333333333333333,4,0,1,7,0
282,396.99500442255214,215.31641887436083,0.05000000000000001,0.08055880914131801,0.8333333333333334,0,0,12,0,0
283,282.9293002762089,216.56168234337113,0.05000000000000001,0.09322681309034427,0.6666666666666666,0,1,3,8,0
284,98.15859014647911,216.03896495591326,0.05000000000000001,0.09031815019746621,0.25,0,0,12,0,0
285,242.160269459248,217.5388204038024,0.05000000000000001,0.09989615933348735,0.9166666666666666,0,0,2,10,0
286,248.7135846391332,218.7678408974732,0.05000000000000001,0.09662456003328164,0.9166666666666666,0,0,0,12,0
287,196.98494161391022,220.6599577567527,0.05000000000000001,0.0884320040543874,0.75,0,0,0,12,0
288,242.20660389196718,221.7441795398086,0.05000000000000001,0.09521367525060971,0.6666666666666666,0,1,0,11,0
289,171.25140623621408,218.24412138313994,0.05000000000000001,0.07969728267441194,0.5,4,0,5,3,0
290,197.89222890622625,219.38834975567505,0.05000000000000001,0.09625747178991635,0.75,1,0,8,3,0
291,275.7764778153587,222.2335867895816,0.05000000000000001,0.06266464463745554,0.6666666666666666,0,0,0,12,0
292,326.32609337056226,223.86740378309642,0.05000000000000001,0.09042115012804668,0.9166666666666666,0,0,4,8,0
293,220.69780508520802,224.6221574145238,0.05000000000000001,0.09050163875023524,0.5833333333333334,0,0,1,11,0
294,144.71736731965882,223.53495405078203,0.05000000000000001,0.0989059101169308,0.5,1,0,0,11,0
295,121.6971192931891,220.81413335994367,0.05000000000000001,0.09349808935075998,0.3333333333333333,0,0,0,2,10
296,171.25944574055146,222.24556741126176,0.05000000000000001,0.10438653950889905,0.5,1,0,1,6,4
297,163.91494215259138,222.154610305001,0.05000000000000001,0.09064661835630734,0.6666666666666666,0,0,0,12,0
298,199.1951544706265,221.65845059908108,0.05000000000000001,0.0900717166562875,0.9166666666666666,0,0,0,12,0
299,429.5332340074902,227.6433113575272,0.05000000000000001,0.10036584238211314,0.9166666666666666,0,0,0,11,1
300,135.54733900206858,225.860596134273,0.05000000000000001,0.10350878350436687,0.5833333333333334,0,0,0,11,1
301,222.4585633470934,226.62816141133771,0.05000000000000001,0.09598773624747992,0.6666666666666666,0,0,7,5,0
302,238.83746706208893,224.9737197937614,0.05000000000000001,0.09476449154317379,0.5,1,0,7,3,1
303,91.32225280137854,219.58613040013665,0.05000000000000001,0.08053192899872859,0.5,1,0,1,10,0
304,318.74092017561003,220.76559306639928,0.05000000000000001,0.08446166416009267,0.9166666666666666,0,0,1,11,0
305,224.9385103129273,223.63621361004923,0.05000000000000001,0.10212285940845807,0.5833333333333334,0,0,6,5,1
306,315.3346554212171,224.41464456375365,0.05000000000000001,0.08505421426768105,0.8333333333333334,0,0,0,12,0
307,178.24966676173588,224.78776963284108,0.05000000000000001,0.08130330840746562,0.5833333333333334,2,0,0,10,0
308,237.33408540215777,224.94426399329947,0.05000000000000001,0.08711677898342411,0.9166666666666666,0,0,0,12,0
309,158.4498877098429,223.8612867247341,0.05000000000000001,0.09463480487465858,0.4166666666666667,0,0,0,5,7
310,19.0,216.49878779907985,0.05000000000000001,0.06991090811789036,0.16666666666666666,6,0,2,2,2
311,181.9676038072135,214.54511037535863,0.05000000000000001,0.08259257146467765,0.75,0,0,0,12,0
312,347.56154507596926,215.28746205526193,0.05000000000000001,0.0845792271817724,0.9166666666666666,0,0,3,9,0
313,296.815304190633,216.65119511594858,0.05000000000000001,0.08474534160147111,0.5833333333333334,0,7,0,5,0
314,287.58513024156423,216.43081003400528,0.05000000000000001,0.08161253947764635,0.6666666666666666,0,0,0,12,0
315,162.78875565754834,214.5625629040561,0.05000000000000001,0.09217009631295998,0.5833333333333334,4,0,0,8,0
316,305.8599708896671,218.17199537515847,0.05000000000000001,0.09255280904471874,0.8333333333333334,0,0,0,12,0
317,312.53250245331856,222.39534988279206,0.05000000000000001,0.09706640367706616,0.8333333333333334,0,0,0,12,0
318,90.2191690639002,221.619413142717,0.05000000000000001,0.10207515240957339,0.5,3,0,1,8,0
319,227.30062904580447,221.6644564431209,0.05000000000000001,0.088839008162419,0.9166666666666666,1,0,0,11,0
320,170.2876312844615,223.02431969893348,0.05000000000000001,0.06676641603310902,0.3333333333333333,0,0,11,1,0
321,92.49252602074537,219.06120390517802,0.05000000000000001,0.07124483957886696,0.25,1,0,5,6,0
322,212.70654583159347,222.0053526964953,0.05000000000000001,0.09825419696668784,0.5833333333333334,0,0,0,12,0
323,164.7886565434771,218.6743528292801,0.05000000000000001,0.08815267030149698,0.4166666666666667,0,3,0,9,0
324,436.9788355168645,220.55189003347766,0.05000000000000001,0.08680915801475446,0.8333333333333334,0,1,10,0,1
325,271.58617328716605,220.3288090564969,0.05000000000000001,0.06340047065168619,0.6666666666666666,0,0,7,5,0
326,187.09072746357015,216.67992052816015,0.05000000000000001,0.09864859655499458,0.5833333333333334,0,1,1,0,10
327,108.26755069616394,214.54585106540617,0.05000000000000001,0.07818551330516736,0.4166666666666667,6,0,0,3,3
328,274.31637292268465,217.315151567877,0.05000000000000001,0.08028242457658052,0.75,0,0,0,12,0
329,209.28905070093634,218.3088361557935,0.05000000000000001,0.09338844163964193,0.8333333333333334,1,0,0,11,0
330,201.78321761165503,217.58806153183414,0.05000000000000001,0.09504572798808415,0.6666666666666666,1,2,0,5,4
331,167.3655508539155,219.60412732004298,0.05000000000000001,0.08472255834688742,0.5,0,3,0,9,0
332,237.84363607990522,216.42109995319007,0.05000000000000001,0.07787840565045674,0.75,0,1,0,11,0
333,214.74317018226682,215.05737735131117,0.05000000000000001,0.0948868381480376,0.8333333333333334,0,0,0,12,0
334,165.61323020529116,216.40647015248743,0.05,0.09058862986663978,0.4166666666666667,1,0,0,11,0
335,265.9927669097513,216.88312010149747,0.05,0.0735987862572074,0.5833333333333334,0,0,0,12,0
336,175.1303236021828,215.41145488075847,0.05,0.0665863777200381,0.5,0,0,6,6,0
337,368.46919962537805,218.84114004098788,0.05,0.05842455647264918,1.0,0,0,2,9,1
338,150.1773780195813,217.00055552354013,0.05,0.0653337702775995,0.6666666666666666,0,0,0,12,0
339,181.78828103254688,217.21129301946678,0.05,0.06258895217130582,0.5,8,0,0,4,0
340,322.51473824506587,219.70374320624356,0.05,0.055909564097722374,0.75,0,0,0,11,1
341,109.99792507370613,216.38817215141054,0.05,0.06988667820890744,0.4166666666666667,1,0,0,11,0
342,231.13125845836925,214.48427545316667,0.05,0.07974593651791413,0.5833333333333334,0,0,0,12,0
343,95.79242945090253,211.98616794048053,0.05,0.07484517650057872,0.4166666666666667,2,0,4,6,0
344,178.591566354568,212.66365192117874,0.05,0.06311094900593162,0.5,0,0,12,0,0
345,235.92621344150166,214.948233804145,0.05,0.06940333762516578,0.5833333333333334,0,0,12,0,0
346,141.17116369197595,214.34646816317348,0.05,0.057048381927112736,0.5,1,1,0,10,0
347,281.7633872932279,216.70343706598618,0.05,0.05264861431593696,0.75,0,1,0,11,0
348,13.160027249809808,212.98273452156982,0.05,0.06188992535074552,0.08333333333333333,4,0,0,8,0
349,179.7414611904129,207.98689906522833,0.05,0.054204715260614954,0.75,0,0,0,11,1
350,168.5660590631036,208.64727346644904,0.05,0.05387364855657021,0.5833333333333334,1,1,0,10,0
351,256.57677049329425,209.32963760937307,0.05,0.0571117140352726,0.9166666666666666,0,0,0,12,0
352,373.57321068633286,212.02435248185793,0.05,0.08224438223987818,0.6666666666666666,0,0,12,0,0
353,158.57296283494162,213.36936668252918,0.05,0.06576038307199876,0.4166666666666667,1,0,4,7,0
354,375.1078404482976,214.49670508798295,0.05,0.05941634438931942,0.9166666666666666,1,0,0,11,0
355,300.13059357064054,216.0005467531372,0.05,0.05672222779442867,0.9166666666666666,1,0,0,11,0
356,254.17442821346395,214.7773422089821,0.05,0.05012001314510902,0.8333333333333334,0,0,0,11,1
357,183.6903305582353,214.88615548491208,0.05,0.056819857098162174,0.6666666666666666,0,0,0,12,0
358,236.84021070498548,214.87627799096867,0.05,0.06603913102298975,0.8333333333333334,0,1,0,11,0
359,282.54164490710934,217.358113134914,0.05,0.06274801927308242,0.9166666666666666,0,0,1,10,1
360,195.97350765142434,220.89758328794247,0.05,0.059496598007778324,0.5833333333333334,1,0,0,11,0
361,184.5783292069829,220.94979779593785,0.05,0.057831413112580776,0.5,0,0,0,12,0
362,184.0600174211788,217.67976724284208,0.05,0.05203867983072996,0.75,0,0,0,12,0
363,335.8778685524769,218.46101853007895,0.05,0.05539614210526148,1.0,0,0,0,12,0
364,414.5675476382521,221.0006668780127,0.05,0.059688595278809466,0.8333333333333334,0,0,10,1,1
365,333.1605244218543,224.4081022532988,0.05,0.059248711137721934,0.75,0,0,4,8,0
366,234.0263597942057,222.97143003138953,0.05,0.06487445502231519,0.6666666666666666,0,0,1,11,0
367,201.39279958228113,220.74863597396882,0.05,0.06747609749436378,0.5,1,0,0,11,0
368,242.04013407234228,223.7850552741377,0.05,0.05857967305928469,0.4166666666666667,0,0,4,3,5
369,142.14161092630164,222.0818749117476,0.05,0.0579250818118453,0.6666666666666666,0,0,0,11,1
370,406.3660984483102,226.8034442550246,0.05,0.059753814401725926,1.0,0,1,0,11,0
371,250.03960310668026,229.9543857967433,0.05,0.04712224658578634,0.6666666666666666,0,0,0,12,0
372,180.37386488868512,229.30773217788516,0.05,0.06466230563819408,0.5,0,0,1,11,0
373,287.6405848573276,231.76477074416212,0.05,0.05686573156466087,0.6666666666666666,0,0,1,11,0
374,147.58966835734174,225.97698740097167,0.05,0.06296428199857473,0.3333333333333333,1,0,7,4,0
375,289.65540575404725,226.3383720503093,0.05,0.061829871498048306,0.6666666666666666,0,0,7,5,0
376,200.20500361357367,226.60065757330938,0.05,0.06677433879425128,0.5833333333333334,1,0,0,11,0
377,278.2310227150538,229.99992701368717,0.05,0.07362574742486079,0.8333333333333334,0,0,0,12,0
378,202.55631593666737,228.5647258739668,0.05,0.06781771002958219,0.75,0,0,0,12,0
379,122.62714655775522,226.8314877911032,0.05,0.062481436568001904,0.3333333333333333,0,1,0,11,0
380,17.55748343665268,223.14697310760315,0.05,0.06602971193691094,0.08333333333333333,5,2,0,4,1
381,85.06902347443973,221.50104256001367,0.05,0.06360895683368047,0.6666666666666666,0,0,0,12,0
382,327.8764681941698,223.30169920229895,0.05,0.07138668404271205,0.75,0,1,4,5,2
383,191.23231056138192,222.83148200988126,0.05,0.06444153810540836,0.5833333333333334,0,0,1,11,0
384,272.5799435969216,224.97081627771382,0.05,0.062367210164666176,0.8333333333333334,0,0,0,12,0
385,35.54400957566821,220.3618411310322,0.05,0.0575448510547479,0.08333333333333333,3,0,0,2,7
386,235.31217593069442,221.56547817760242,0.05,0.06317890000840028,0.75,0,0,0,12,0
387,210.917832286357,218.41445083082203,0.05,0.06584833127756913,0.6666666666666666,0,0,1,10,1
388,150.54586999380467,218.4218206703065,0.05,0.05809397979949912,0.5833333333333334,0,0,0,12,0
389,150.12667252604945,217.78858850017653,0.05,0.05182084798191985,0.5833333333333334,0,0,0,12,0
390,252.8408583725747,216.3951109027267,0.05,0.05393401316056649,0.8333333333333334,0,0,0,11,1
391,254.8089237842981,219.29133087693856,0.05,0.06815831301112969,0.6666666666666666,1,0,0,1,10
392,176.1194329180198,218.19109436613155,0.05,0.056725913348297276,0.75,0,1,1,9,1
393,185.7331209508072,219.98990819612962,0.05,0.06824123362700145,0.8333333333333334,0,0,0,12,0
394,216.63028329683,220.75068253497489,0.05,0.06356244627386332,0.9166666666666666,0,0,0,12,0
395,60.48075892998193,217.2417734447445,0.05,0.06684902248283227,0.25,0,0,0,10,2
396,278.7551608135738,219.99345338717646,0.05,0.059621929501493774,0.8333333333333334,0,1,0,11,0
397,280.6389665538502,219.9709649723889,0.05,0.06359857150043051,0.75,0,0,0,12,0
398,263.0022520816853,224.9678094690264,0.05,0.06298507067064445,0.75,1,0,1,10,0
399,219.86219385315468,225.7702241222812,0.05,0.051084619325896106,0.6666666666666666,0,0,0,12,0
400,192.10960952202342,226.24109513145962,0.05,0.05211840709671378,0.4166666666666667,0,0,0,12,0
401,272.41927437145773,226.5579452090229,0.05,0.06133915421863397,0.75,0,0,1,11,0
402,64.9953588345622,220.3863881719875,0.05,0.06433778970191877,0.25,0,1,4,6,1
403,154.35141212231665,220.301957157735,0.05,0.06438490562140942,0.5833333333333334,0,0,1,11,0
404,237.7164587672442,217.55412952411396,0.05,0.05729910001779596,0.8333333333333334,0,1,0,11,0
405,151.24765360981453,214.57647072489743,0.05,0.06880129625399907,0.5833333333333334,0,0,0,12,0
406,192.90450118605125,213.35107218434914,0.05,0.06379090963552396,0.8333333333333334,0,0,0,12,0
407,279.8385348252313,215.27403626968905,0.05,0.0566015689012905,0.6666666666666666,0,0,0,12,0
408,159.38215802649893,213.72487521611933,0.05,0.060645618475973606,0.8333333333333334,0,0,0,11,1
409,187.0659244452098,211.81536080688136,0.05,0.056141977508862816,0.5833333333333334,0,0,0,12,0
410,246.95769768034705,212.8350446074598,0.05,0.06159371385971705,0.75,0,0,5,7,0
411,248.6570199214414,214.116618421749,0.05,0.0648909422258536,0.6666666666666666,0,0,0,12,0
412,98.65668341285874,212.40855174158256,0.05,0.0511462475794057,0.4166666666666667,0,0,0,12,0
413,215.70540882193166,210.00510254697167,0.05,0.058327630162239075,0.9166666666666666,0,1,0,11,0
414,215.4148553239347,206.0220487006853,0.05,0.05991781006256739,0.75,0,0,4,8,0
415,277.8878072080329,204.9165943564089,0.05,0.05319266285126408,0.6666666666666666,0,0,1,11,0
416,198.35772625454035,204.20322168561557,0.05,0.06320198283841212,0.3333333333333333,0,0,4,0,8
417,118.61945194903801,202.5477547329507,0.05,0.07667684865494569,0.25,1,0,6,2,3
418,48.20092615139988,198.67097057453185,0.05,0.0532289557158947,0.3333333333333333,0,0,0,11,1
419,197.21130623761493,199.77236448075814,0.05,0.044748436038692795,0.4166666666666667,0,0,0,12,0
420,222.6941815123078,196.0989261420381,0.05,0.05410559785862764,0.6666666666666666,0,0,0,12,0
421,297.66811151996745,197.05149631030383,0.05,0.053611926113565765,0.8333333333333334,0,0,1,11,0
422,192.4013787279783,197.29204658708971,0.05,0.04674396229286989,0.5833333333333334,0,0,0,11,1
423,256.3164495210033,196.66556388036324,0.05,0.03889359114691615,0.6666666666666666,0,0,0,12,0
424,279.88586301633376,199.31148777354304,0.05,0.04690983301649491,0.4166666666666667,0,0,11,1,0
425,252.83858890449636,198.5751514365521,0.05,0.046410664450377226,0.5833333333333334,0,0,9,3,0
426,265.0982072715101,199.8730155097108,0.05,0.03576352012654146,0.5833333333333334,0,0,12,0,0
427,372.0974776655361,201.7503446087204,0.05,0.05000654483834902,0.5833333333333334,1,0,11,0,0
428,170.82149476316556,201.1156481852504,0.05,0.04653516955052813,1.0,0,0,0,12,0
429,164.2837134999493,201.94877952409428,0.05,0.040474936521301665,0.4166666666666667,0,0,11,0,1
430,108.53800206322668,203.76838989662576,0.05,0.0493418926683565,0.3333333333333333,0,1,4,7,0
431,322.4304376523167,208.5156181801833,0.05,0.05220967438071966,0.8333333333333334,0,0,1,11,0
432,209.61383863200484,206.15036558893996,0.05,0.04204093494142095,0.5,0,0,1,11,0
433,135.20259880326978,205.02977135377776,0.05,0.04169098334386945,0.6666666666666666,0,1,0,11,0
434,132.59666175681423,202.23010571697557,0.05,0.04120226918409268,0.5833333333333334,0,1,0,11,0
435,177.08439623359743,205.06091345013414,0.05,0.04454621129358808,0.9166666666666666,1,0,1,10,0
436,160.7256143325957,203.56918221817216,0.05,0.04350183671340346,0.75,0,0,0,12,0
437,270.6844263211825,204.76451409886872,0.05,0.04026811119789878,0.5,0,0,12,0,0
438,155.1056798979864,204.85571029695234,0.05,0.03931369803225001,0.5833333333333334,0,1,4,2,5
439,123.25739021716745,204.3183246507747,0.05,0.04410642540703217,0.3333333333333333,0,0,12,0,0
440,180.34554320125443,202.8684183473483,0.05,0.0378625577626129,0.3333333333333333,1,0,11,0,0
441,134.92608095375863,200.4707614907375,0.05,0.05119865061715245,0.4166666666666667,0,0,0,12,0
442,214.33771022174508,201.23512703681206,0.05,0.04127221725260218,0.5833333333333334,0,0,1,11,0
443,267.16411792441795,202.86374697628423,0.05,0.046510230439404644,0.8333333333333334,0,0,0,12,0
444,63.34542010232158,199.79804971239406,0.05,0.04564863070845604,0.5833333333333334,0,1,0,11,0
445,273.1996595996288,204.05242772578694,0.05,0.04128275423621138,0.75,0,0,0,12,0
446,263.71047260610595,203.75153396163762,0.05,0.04079783180107673,0.9166666666666666,0,0,1,10,1
447,360.2432172505456,205.34361897557153,0.05,0.04069780884310603,0.8333333333333334,0,0,0,12,0
448,364.82946682690664,207.38016327047598,0.05,0.047584651658932366,0.9166666666666666,0,0,0,11,1
449,243.63001549157357,207.8555197032443,0.05,0.037926298255721726,0.8333333333333334,0,0,1,11,0
450,272.55447704662345,209.46441705373636,0.05,0.03717909241095185,0.6666666666666666,0,1,0,11,0
451,257.2391391818025,209.16081434994325,0.05,0.048335532347361244,0.8333333333333334,0,0,0,12,0
452,190.40205073057723,211.66894818786352,0.05,0.039258804793159165,0.3333333333333333,0,0,12,0,0
453,175.9056984998031,212.10003391541326,0.05,0.04473969200626016,0.6666666666666666,0,1,1,10,0
454,227.77065309945192,211.90111780205743,0.05,0.038620047426472105,0.6666666666666666,0,0,1,11,0
455,145.70748553260216,211.79031444051319,0.05,0.03364058397710323,0.3333333333333333,0,0,11,0,1
456,140.53082769744603,210.7428409707411,0.05,0.04342809707547227,0.4166666666666667,0,0,3,9,0
457,184.40593766436436,208.8341890275237,0.05,0.04563157167285681,0.6666666666666666,0,0,1,11,0
458,266.8264292732577,210.98307445245894,0.05,0.03662522401039799,0.75,0,0,1,11,0
459,245.2507566453482,212.14677109646166,0.05,0.04321174183860421,0.75,0,0,7,4,1
460,324.2763471648222,213.69314408615116,0.05,0.04256302832315365,0.6666666666666666,0,0,12,0,0
461,257.1215968060717,213.86243562384377,0.05,0.04099021401877204,0.75,0,0,1,11,0
462,220.8987614926902,216.30727718544043,0.05,0.04583137451360623,0.8333333333333334,0,0,0,11,1
463,296.62922979792654,217.92575360496033,0.05,0.04466614841173092,0.9166666666666666,0,0,0,12,0
464,292.37050103168536,219.46486651911536,0.05,0.05045788797239462,0.6666666666666666,0,0,0,12,0
465,114.03780912326728,216.18786655742002,0.05,0.041782171155015625,0.3333333333333333,0,0,0,11,1
466,192.0793539404156,216.06229911113752,0.05,0.041349191994716726,0.75,0,0,0,12,0
467,271.0610954994043,219.11113198214483,0.05,0.041768708576758705,1.0,0,0,0,12,0
468,286.24718829394834,223.87205722499584,0.05,0.03655804398780068,0.75,1,0,0,11,0
469,264.7442283715375,225.22271566767427,0.05,0.04460720500598351,0.75,0,1,0,11,0
470,200.10138022700338,224.77085964196817,0.05,0.03786658030003309,0.9166666666666666,0,0,0,12,0
471,398.0822718763982,226.77914284909676,0.05,0.047922386632611357,0.9166666666666666,0,0,1,10,1
472,300.46387415610104,228.9403927576592,0.05,0.03808017789075772,0.5833333333333334,0,0,10,2,0
473,187.0463728538391,227.55499122431596,0.05,0.04436615637193123,0.5833333333333334,0,1,0,11,0
474,109.26376373466842,224.1425492386827,0.05,0.049358958999315895,0.5,0,0,1,10,1
475,508.5290188410824,229.25635783741436,0.05,0.04385468767335018,0.9166666666666666,0,0,0,12,0
476,177.5537425675455,227.50546854333507,0.05,0.04484301619231701,0.5,0,0,0,12,0
477,446.0158353070296,228.98383569616493,0.05,0.04653133281196157,0.8333333333333334,0,0,3,9,0
478,338.7275673014918,232.3419571469315,0.05,0.042501308023929596,0.9166666666666666,0,0,1,11,0
479,174.63671357678578,232.54901714846818,0.05,0.04316566108415524,0.4166666666666667,0,0,11,1,0
480,232.79141341657504,235.03408537553514,0.05,0.04003094478199879,0.5833333333333334,0,0,2,10,0
481,259.8056390539833,233.78158940356852,0.05,0.03561848153670629,0.75,0,0,0,11,1
482,221.90741060725983,234.02746084307364,0.05,0.04411051794886589,0.6666666666666666,0,0,0,12,0
483,306.9550882504126,237.46251063201646,0.05,0.040987766503045954,1.0,0,0,0,12,0
484,153.09566736981472,237.87249074427643,0.05,0.04449713152522842,0.5833333333333334,0,0,0,12,0
485,239.71056852113958,239.12501419002731,0.05,0.04746447394912442,0.75,1,0,0,10,1
486,88.30273746815047,237.6765566527384,0.05,0.041178038654228054,0.3333333333333333,0,1,1,9,1
487,328.6533637308821,238.83593540093239,0.05,0.042622029626121126,0.75,0,0,0,12,0
488,276.9990807324738,241.27380341762216,0.05,0.03977032176529368,0.8333333333333334,0,0,1,11,0
489,144.87293740850572,241.7061143614489,0.05,0.04093971165517966,0.8333333333333334,0,0,0,12,0
490,172.8046950520535,241.55529739846486,0.05,0.04240606197466453,0.6666666666666666,0,0,0,12,0
491,315.89258279254886,245.1746274352407,0.05,0.037448991710940994,0.6666666666666666,0,0,0,12,0
492,341.07794399434243,247.7094321106926,0.05,0.04280309689541658,1.0,0,0,0,12,0
493,139.53348480982606,245.1568194484008,0.05,0.0436724325021108,0.75,0,0,0,12,0
494,314.8451382648721,250.1868138116518,0.05,0.038805980856219925,0.8333333333333334,0,0,0,12,0
495,142.7056218329901,247.57693305631906,0.05,0.03807278458649913,0.6666666666666666,0,0,0,12,0
496,173.66764014523022,245.7760764071015,0.05,0.04403791048874458,0.5,0,0,4,7,1
497,233.35956941869105,243.23840345046443,0.05,0.045305455879618727,0.6666666666666666,0,1,0,11,0
498,30.789919790323083,236.55761250973276,0.05,0.03751389433940252,0.08333333333333333,1,10,1,0,0
499,229.0482326066999,236.26597685203527,0.05,0.048696175683289766,0.5,0,3,2,7,0
500,287.0266202264693,236.55541971563224,0.05,0.04290854775657257,0.8333333333333334,0,0,1,11,0
